Compound,A,B,Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ,In literature
RbMoO3,Rb,Mo,rhombohedral,1,5,1.72,1.52,0.61,0.82,2.16,3.112266446,1.7893,-2.1065,1.097598586,4.015143769,0.435714286,FALSE
ThPbO3,Th,Pb,cubic,not balanced,not balanced,1.21,0.94,0.99,1.3,2.33,2.582925572,2.362863567,-2.452607143,0.772196108,-,0.707142857,FALSE
TiAsO3,Ti,As,cubic,3,3,0.67,0.71,0.58,1.54,2.18,2.276501981,1.932227032,-1.407642857,0.739247999,17.43824121,0.414285714,FALSE
GdFeO3,Gd,Fe,orthorhombic,3,3,1.11,0.94,0.65,1.2,1.83,2.57181216,1.999521816,-1.956821429,0.865774644,2.727133256,0.464285714,TRUE
SrVO3,Sr,V,orthorhombic,2,4,1.44,1.18,0.58,0.95,1.63,2.768350558,1.758039163,-2.159214286,1.014233969,3.874183993,0.414285714,TRUE
HoSbO3,Ho,Sb,cubic,3,3,1.12,0.9,0.76,1.23,2.05,2.54631216,2.075848892,-2.089571429,0.824957911,4.243460665,0.542857143,FALSE
RuMgO3,Ru,Mg,cubic,not balanced,not balanced,0.62,0.62,0.72,2.2,1.31,2.316806575,2.046489492,-1.675071429,0.673752688,-,0.514285714,FALSE
OsBaO3,Os,Ba,cubic,element not in BV,element not in BV,0.57,0.57,1.35,2.2,0.89,2.30010892,2.64009357,-2.775535714,0.506545585,-,0.964285714,FALSE
CdLuO3,Cd,Lu,cubic,not balanced,not balanced,1.31,0.95,0.86,1.69,1.27,2.568546104,2.209114963,-2.609321429,0.847902379,-,0.614285714,FALSE
NpOsO3,Np,Os,cubic,element not in BV,element not in BV,0.98,0.86,0.57,1.36,2.2,0,1.954921624,-1.557714286,0.854271137,-,0.407142857,FALSE
CdCrO3,Cd,Cr,orthorhombic,2,4,1.31,0.95,0.55,1.69,1.66,2.568546104,1.960053288,-1.85225,0.982697116,4.034374015,0.392857143,FALSE
SrTaO3,Sr,Ta,orthorhombic,2,4,1.44,1.18,0.68,0.95,1.5,2.768350558,1.956808277,-2.437857143,0.96547272,3.703582344,0.485714286,FALSE
GaLaO3,Ga,La,rhombohedral,not balanced,not balanced,0.62,0.62,1.03,1.81,1.1,2.233187797,2.376509378,-2.383178571,0.587800699,-,0.735714286,FALSE
AgTlO3,Ag,Tl,cubic,not balanced,not balanced,1.28,0.95,1.2,1.93,1.62,2.76145322,2.297683747,-2.953428571,0.728863913,-,0.857142857,FALSE
BaTbO3,Ba,Tb,orthorhombic,2,4,1.61,1.35,0.76,0.89,1.2,2.942998888,2.256932729,-2.913857143,0.985366394,3.48617832,0.542857143,TRUE
RuSmO3,Ru,Sm,cubic,not balanced,not balanced,0.62,0.62,0.96,2.2,1.17,2.316806575,2.311832729,-2.107214286,0.605235465,-,0.685714286,FALSE
LuFeO3,Lu,Fe,orthorhombic,3,3,1.03,0.86,0.65,1.27,1.83,2.500929926,1.999521816,-1.894571429,0.838180233,3.480622904,0.464285714,TRUE
ZnBiO3,Zn,Bi,cubic,not balanced,not balanced,0.9,0.74,0.9,1.65,2.02,2.375479066,2.215655462,-2.1375,0.707106781,-,0.642857143,FALSE
CsTcO3,Cs,Tc,tetragonal,element not in BV,element not in BV,1.88,1.67,0.6,0.79,1.9,3.300175886,0,-2.339,1.159655121,-,0.428571429,FALSE
CoMnO3,Co,Mn,cubic,2,4,0.9,0.63,0.53,1.88,1.55,2.233562861,2.16999357,-1.553928571,0.842666112,5.055319682,0.378571429,FALSE
AuPrO3,Au,Pr,cubic,element not in BV,element not in BV,0.93,0.93,0.92,2.54,1.13,2.639131071,2.340791612,-2.19325,0.710154655,-,0.657142857,FALSE
ErGeO3,Er,Ge,cubic,3,3,1.06,0.89,0.63,1.24,2.01,2.536253277,1.899964183,-1.810357143,0.856888021,2.923503551,0.45,FALSE
SmAlO3,Sm,Al,orthorhombic,3,3,1.24,0.96,0.54,1.17,1.61,2.611965458,1.892894405,-1.911642857,0.962248403,1.879503994,0.385714286,TRUE
TlMoO3,Tl,Mo,cubic,1,5,1.7,1.2,0.61,1.62,2.16,2.531967494,1.7893,-1.923071429,1.090562697,4.014194495,0.435714286,FALSE
CrGaO3,Cr,Ga,cubic,not balanced,not balanced,0.57,0.58,0.62,1.66,1.81,2.258106575,1.974643898,-1.487678571,0.689604138,-,0.442857143,FALSE
ZnUO3,Zn,U,cubic,2,4,0.9,0.74,0.89,1.65,1.38,2.375479066,2.0478,-2.324535714,0.710194584,178.5823865,0.635714286,FALSE
UZrO3,U,Zr,orthorhombic,3,3,1.03,0.85,0.72,1.38,1.33,2.344466993,2.043777903,-2.190464286,0.810504471,4.930235309,0.514285714,FALSE
LiCoO3,Li,Co,orthorhombic,not balanced,not balanced,0.92,0.76,0.63,0.98,1.88,2.453211831,1.930310969,-1.840071429,0.808122036,-,0.45,FALSE
EuZrO3,Eu,Zr,orthorhombic,2,4,1.48,1.06,0.72,1.2,1.33,2.675987786,2.043777903,-2.575857143,0.960597891,3.649993054,0.514285714,FALSE
LiGeO3,Li,Ge,orthorhombic,not balanced,not balanced,0.92,0.76,0.63,0.98,2.01,2.453211831,1.899964183,-1.797357143,0.808122036,-,0.45,FALSE
YMnO3,Y,Mn,orthorhombic,3,3,1.08,0.9,0.65,1.22,1.55,2.566448705,2.16999357,-2.042928571,0.85542674,2.971029231,0.464285714,TRUE
BaLaO3,Ba,La,orthorhombic,not balanced,not balanced,1.61,1.35,1.03,0.89,1.1,2.942998888,2.376509378,-3.548964286,0.875881239,-,0.735714286,FALSE
KLaO3,K,La,orthorhombic,not balanced,not balanced,1.64,1.38,1.03,0.82,1.1,3.025719299,2.376509378,-3.599785714,0.884610953,-,0.735714286,FALSE
YGaO3,Y,Ga,orthorhombic,3,3,1.08,0.9,0.62,1.22,1.81,2.566448705,1.974643898,-1.882,0.868131098,2.673985573,0.442857143,TRUE
TiSnO3,Ti,Sn,orthorhombic,2,4,0.86,0.71,0.69,1.54,1.96,2.276501981,2.052287148,-1.7705,0.764622644,9.347295819,0.492857143,FALSE
LaIrO3,La,Ir,orthorhombic,3,3,1.36,1.03,0.68,1.1,2.2,2.689118757,2.009082787,-2.006,0.938276306,1.714993775,0.485714286,FALSE
ZnYbO3,Zn,Yb,orthorhombic,not balanced,not balanced,0.9,0.74,0.95,1.65,1.1,2.375479066,2.223980699,-2.526607143,0.692061956,-,0.678571429,FALSE
GePbO3,Ge,Pb,rhombohedral,2,4,0.73,0.63,0.78,2.01,2.33,2.174450466,2.362863567,-1.646035714,0.690888736,-30.45889775,0.557142857,FALSE
NdYO3,Nd,Y,cubic,3,3,1.27,0.98,0.9,1.14,1.22,2.617633987,2.235124352,-2.851928571,0.820858742,4.848270278,0.642857143,FALSE
OsCsO3,Os,Cs,orthorhombic,element not in BV,element not in BV,0.57,0.57,1.67,2.2,0.79,2.30010892,3.009747218,-3.33075,0.453746045,-,1.192857143,FALSE
TbSrO3,Tb,Sr,orthorhombic,4,2,0.88,0.84,1.18,1.2,0.95,2.557065458,2.452968591,-3.176285714,0.624885062,-24.98254899,0.842857143,FALSE
SnEuO3,Sn,Eu,orthorhombic,3,3,0.81,0.69,0.95,1.96,1.2,2.342369243,2.354367494,-2.317285714,0.664981271,-23.57054238,0.678571429,FALSE
PrNiO3,Pr,Ni,orthorhombic,3,3,1.18,0.92,0.6,1.13,1.91,2.645083225,2.103725488,-1.876928571,0.912167748,2.056755661,0.428571429,TRUE
CsSrO3,Cs,Sr,cubic,not balanced,not balanced,1.88,1.67,1.18,0.79,0.95,3.300175886,2.452968591,-4.238357143,0.898957458,-,0.842857143,FALSE
TeCaO3,Te,Ca,cubic,not balanced,not balanced,0.77,0.77,1,2.1,1,2.393443528,2.318139449,-2.378142857,0.639342381,-,0.714285714,FALSE
TePaO3,Te,Pa,orthorhombic,element not in BV,element not in BV,0.77,0.77,0.91,2.1,1.5,2.393443528,0,-2.087,0.664251825,-,0.65,FALSE
PbVO3,Pb,V,tetragonal,2,4,1.49,0.99,0.58,2.33,1.63,2.659877134,1.758039163,-1.905678571,1.032090201,3.859381963,0.414285714,FALSE
EuPrO3,Eu,Pr,cubic,2,4,1.48,1.06,0.85,1.2,1.13,2.675987786,2.340791612,-2.945285714,0.90509668,3.926535441,0.607142857,FALSE
CeTlO3,Ce,Tl,orthorhombic,3,3,1.34,0.94,0.89,1.12,1.62,2.577786082,2.297683747,-2.701857143,0.846057895,3.611196145,0.635714286,FALSE
PuErO3,Pu,Er,cubic,element not in BV,element not in BV,0.96,0.83,0.89,1.28,1.24,2.478196261,2.250676638,-2.534285714,0.728721399,-,0.635714286,FALSE
InZnO3,In,Zn,cubic,not balanced,not balanced,0.92,0.8,0.74,1.78,1.65,2.392361909,2.096140752,-1.936,0.766583053,-,0.528571429,FALSE
AcOsO3,Ac,Os,orthorhombic,element not in BV,element not in BV,1.12,1.12,0.57,1.1,2.2,0,1.954921624,-1.672642857,0.90452238,-,0.407142857,FALSE
DyAgO3,Dy,Ag,cubic,not balanced,not balanced,1.08,0.99,0.95,1.22,1.93,2.550861398,2.488353231,-2.502785714,0.746223327,-,0.678571429,FALSE
NdTaO3,Nd,Ta,orthorhombic,2,4,1.35,0.98,0.68,1.14,1.5,2.617633987,1.956808277,-2.329357143,0.934876754,3.848818981,0.485714286,FALSE
WSiO3,W,Si,cubic,2,4,0.66,0.63,0.4,2.36,1.9,2.106036534,1.783360927,-1.008714286,0.809244427,6.089782043,0.285714286,FALSE
RbYbO3,Rb,Yb,cubic,not balanced,not balanced,1.72,1.52,0.95,0.82,1.1,3.112266446,2.223980699,-3.4935,0.938797088,-,0.678571429,FALSE
SnCdO3,Sn,Cd,cubic,not balanced,not balanced,0.81,0.69,0.95,1.96,1.69,2.342369243,2.286435201,-2.175535714,0.664981271,-,0.678571429,FALSE
PbZrO3,Pb,Zr,orthorhombic,2,4,1.49,0.99,0.72,2.33,1.33,2.659877134,2.043777903,-2.292821429,0.963933301,3.635358295,0.514285714,TRUE
OsBeO3,Os,Be,cubic,element not in BV,element not in BV,0.57,0.57,0.45,2.2,1.57,2.30010892,1.803349248,-1.132821429,0.752973167,-,0.321428571,FALSE
TmPuO3,Tm,Pu,cubic,element not in BV,element not in BV,1.05,0.96,0.83,1.25,1.28,2.411515774,2.226583834,-2.478892857,0.776866195,-,0.592857143,FALSE
CoThO3,Co,Th,cubic,2,4,0.9,0.63,0.94,1.88,1.3,2.233562861,2.246056043,-2.366428571,0.695019486,-46.54625259,0.671428571,FALSE
TiBaO3,Ti,Ba,orthorhombic,not balanced,not balanced,0.74,0.71,1.35,1.54,0.89,2.276501981,2.64009357,-3.248571429,0.550257641,-,0.964285714,FALSE
PbZrO3,Pb,Zr,orthorhombic,2,4,1.49,0.99,0.72,2.33,1.33,2.659877134,2.043777903,-2.292821429,0.963933301,3.635358295,0.514285714,TRUE
LuSrO3,Lu,Sr,orthorhombic,not balanced,not balanced,1.03,0.86,1.18,1.27,0.95,2.500929926,2.452968591,-3.280178571,0.665995922,-,0.842857143,FALSE
CrVO3,Cr,V,cubic,2,4,0.8,0.58,0.58,1.66,1.63,2.258106575,1.758039163,-1.598428571,0.785674201,6.992030559,0.414285714,FALSE
DyTcO3,Dy,Tc,cubic,element not in BV,element not in BV,1.08,0.99,0.6,1.22,1.9,2.550861398,0,-1.806857143,0.876812409,-,0.428571429,FALSE
NdUO3,Nd,U,cubic,2,4,1.35,0.98,0.89,1.14,1.38,2.617633987,2.0478,-2.817714286,0.849145698,4.854426402,0.635714286,FALSE
AlDyO3,Al,Dy,rhombohedral,3,3,0.54,0.54,0.91,1.61,1.22,2.186788809,2.255580699,-2.140892857,0.593847253,-10.87273503,0.65,FALSE
RbTaO3,Rb,Ta,tetragonal,1,5,1.72,1.52,0.64,0.82,1.5,3.112266446,1.956808277,-2.576857143,1.08145743,3.905959465,0.457142857,FALSE
CsSnO3,Cs,Sn,cubic,not balanced,not balanced,1.88,1.67,0.69,0.79,1.96,3.300175886,2.052287148,-2.494464286,1.109717819,-,0.492857143,FALSE
MoRhO3,Mo,Rh,cubic,3,3,0.69,0.62,0.67,2.16,2.28,2.079035521,2.001424352,-1.415285714,0.713938731,98.12675549,0.478571429,FALSE
ThMoO3,Th,Mo,cubic,4,2,1.21,0.94,0.65,1.3,2.16,2.582925572,1.7893,-1.8485,0.900267658,-1.863349543,0.464285714,FALSE
NdCoO3,Nd,Co,orthorhombic,3,3,1.27,0.98,0.61,1.14,1.88,2.617633987,1.930310969,-1.958071429,0.939291097,1.812454148,0.435714286,TRUE
PuOsO3,Pu,Os,cubic,element not in BV,element not in BV,0.96,0.83,0.57,1.28,2.2,2.478196261,1.954921624,-1.565142857,0.847092388,-,0.407142857,FALSE
CsAsO3,Cs,As,cubic,not balanced,not balanced,1.88,1.67,0.52,0.79,2.18,3.300175886,1.932227032,-1.977,1.207974085,-,0.371428571,FALSE
CeBeO3,Ce,Be,cubic,4,2,1.14,0.94,0.45,1.12,1.57,2.577786082,1.803349248,-1.687071429,0.9708385,-1.98739203,0.321428571,FALSE
BAgO3,B,Ag,cubic,not balanced,not balanced,0.27,0.27,0.95,2.04,1.93,1.891523329,2.488353231,-1.78775,0.502497159,-,0.678571429,FALSE
HgCuO3,Hg,Cu,orthorhombic,not balanced,not balanced,1.14,1.11,0.68,2,1.9,2.645968153,2.005573846,-1.812142857,0.863486165,-,0.485714286,FALSE
BaCrO3,Ba,Cr,orthorhombic,2,4,1.61,1.35,0.55,0.89,1.66,2.942998888,1.960053288,-2.200107143,1.091482775,3.996252933,0.392857143,FALSE
IrAlO3,Ir,Al,cubic,3,3,0.68,0.63,0.54,2.2,1.61,2.311294958,1.892894405,-1.347,0.758135106,9.980401985,0.385714286,FALSE
TlGeO3,Tl,Ge,tetragonal,3,3,0.98,1.2,0.63,1.62,2.01,2.531967494,1.899964183,-1.684,0.829021743,3.784288168,0.45,FALSE
PmInO3,Pm,In,orthorhombic,element not in BV,element not in BV,1.14,0.97,0.8,1.13,1.78,0,2.147680955,-2.318714286,0.81638692,-,0.571428571,FALSE
FeSmO3,Fe,Sm,orthorhombic,not balanced,not balanced,0.85,0.67,0.96,1.83,1.17,2.290643632,2.311832729,-2.420535714,0.674148414,-,0.685714286,FALSE
NpInO3,Np,In,orthorhombic,element not in BV,element not in BV,0.98,0.86,0.8,1.36,1.78,0,2.147680955,-2.158142857,0.764960972,-,0.571428571,FALSE
ZrCaO3,Zr,Ca,orthorhombic,not balanced,not balanced,0.89,0.72,1,1.33,1,2.383420021,2.318139449,-2.757714286,0.67469772,-,0.714285714,FALSE
PrZrO3,Pr,Zr,orthorhombic,3,3,1.18,0.92,0.72,1.13,1.33,2.645083225,2.043777903,-2.367785714,0.860535611,2.896838155,0.514285714,FALSE
LaThO3,La,Th,cubic,2,4,1.36,1.03,0.94,1.1,1.3,2.689118757,2.246056043,-2.979857143,0.834023383,5.323496992,0.671428571,FALSE
RbAuO3,Rb,Au,orthorhombic,element not in BV,element not in BV,1.72,1.52,0.93,0.82,2.54,3.112266446,2.31369847,-2.565642857,0.946855432,-,0.664285714,FALSE
SmPdO3,Sm,Pd,orthorhombic,2,4,1.32,0.96,0.62,1.17,2.2,2.611965458,2.04250519,-1.848928571,0.952143785,3.892902993,0.442857143,FALSE
TiPtO3,Ti,Pt,cubic,element not in BV,element not in BV,0.74,0.71,0.67,1.54,2.28,2.276501981,2.64390067,-1.584357143,0.731018605,-,0.478571429,FALSE
AgDyO3,Ag,Dy,cubic,not balanced,not balanced,1.28,0.95,0.99,1.93,1.22,2.76145322,2.255580699,-2.765035714,0.792906349,-,0.707142857,FALSE
CuSbO3,Cu,Sb,rhombohedral,1,5,0.77,0.68,0.6,1.9,2.05,2.301547692,2.075848892,-1.449392857,0.767210858,6.477760941,0.428571429,FALSE
AcEuO3,Ac,Eu,orthorhombic,element not in BV,element not in BV,1.12,1.12,1.06,1.1,1.2,0,2.354367494,-3.084142857,0.724353288,-,0.757142857,FALSE
PrNiO3,Pr,Ni,orthorhombic,3,3,1.18,0.92,0.6,1.13,1.91,2.645083225,2.103725488,-1.876928571,0.912167748,2.056755661,0.428571429,TRUE
AlWO3,Al,W,cubic,3,3,0.54,0.54,0.66,1.61,2.36,2.186788809,1.7456,-1.4505,0.665916095,-19.11049639,0.471428571,FALSE
CsTlO3,Cs,Tl,orthorhombic,not balanced,not balanced,1.88,1.67,1.2,0.79,1.62,3.300175886,2.297683747,-3.832,0.892042401,-,0.857142857,FALSE
InTiO3,In,Ti,orthorhombic,2,4,0.92,0.8,0.61,1.78,1.54,2.392361909,1.927848949,-1.735357143,0.816163051,5.635762036,0.435714286,FALSE
PbThO3,Pb,Th,orthorhombic,2,4,1.49,0.99,0.94,2.33,1.3,2.659877134,2.246056043,-2.666285714,0.873307093,4.371381196,0.671428571,FALSE
InNiO3,In,Ni,cubic,3,3,0.92,0.8,0.6,1.78,1.91,2.392361909,2.103725488,-1.595571429,0.820243866,4.094976591,0.428571429,FALSE
ScHoO3,Sc,Ho,cubic,not balanced,not balanced,0.87,0.75,0.9,1.36,1.23,2.417029414,2.25865608,-2.460964286,0.697883649,-,0.642857143,FALSE
InGeO3,In,Ge,orthorhombic,2,4,0.92,0.8,0.53,1.78,2.01,2.392361909,1.899964183,-1.435214286,0.849993644,4.936557696,0.378571429,FALSE
SbTeO3,Sb,Te,cubic,not balanced,not balanced,0.68,0.68,0.77,2.05,2.1,2.361078957,2.115491508,-1.653678571,0.677779772,-,0.55,FALSE
NbCoO3,Nb,Co,cubic,3,3,0.72,0.68,0.61,1.6,1.88,2.294004213,1.930310969,-1.551428571,0.745804167,14.6530375,0.435714286,FALSE
LiThO3,Li,Th,cubic,not balanced,not balanced,0.92,0.76,0.94,0.98,1.3,2.453211831,2.246056043,-2.683857143,0.701063133,-,0.671428571,FALSE
BaInO3,Ba,In,cubic,not balanced,not balanced,1.61,1.35,0.8,0.89,1.78,2.942998888,2.147680955,-2.665928571,0.967450642,-,0.571428571,FALSE
MnCsO3,Mn,Cs,-,not balanced,not balanced,0.96,0.62,1.67,1.55,0.79,2.472898888,3.009747218,-4.087535714,0.543573943,-,1.192857143,FALSE
FeAuO3,Fe,Au,cubic,element not in BV,element not in BV,0.85,0.67,0.93,1.83,2.54,2.290643632,2.31369847,-1.950535714,0.682828437,-,0.664285714,FALSE
LiPrO3,Li,Pr,orthorhombic,not balanced,not balanced,0.92,0.76,0.92,0.98,1.13,2.453211831,2.340791612,-2.697571429,0.707106781,-,0.657142857,FALSE
PrSmO3,Pr,Sm,cubic,3,3,1.18,0.92,0.96,1.13,1.17,2.645083225,2.311832729,-2.928071429,0.773023515,10.3296319,0.685714286,FALSE
CeMoO3,Ce,Mo,orthorhombic,3,3,1.34,0.94,0.69,1.12,2.16,2.577786082,1.7893,-2.032,0.927020373,1.806738556,0.492857143,FALSE
ScUO3,Sc,U,cubic,1,5,0.87,0.75,0.76,1.36,1.38,2.417029414,2.0478,-2.138357143,0.743116849,9.310673556,0.542857143,FALSE
UHgO3,U,Hg,orthorhombic,4,2,1.17,0.85,1.02,1.38,2,2.344466993,2.323654714,-2.605285714,0.750935714,18.81422387,0.728571429,FALSE
KHoO3,K,Ho,orthorhombic,not balanced,not balanced,1.64,1.38,0.9,0.82,1.23,3.025719299,2.25865608,-3.242285714,0.934610702,-,0.642857143,FALSE
PdDyO3,Pd,Dy,cubic,3,3,0.76,0.75,0.91,2.2,1.22,2.37071038,2.255580699,-2.123571429,0.661190756,-21.37120277,0.65,FALSE
RuTbO3,Ru,Tb,cubic,2,4,0.68,0.62,0.76,2.2,1.2,2.316806575,2.256932729,-1.814285714,0.680917641,-18.24657503,0.542857143,FALSE
SrTbO3,Sr,Tb,orthorhombic,2,4,1.44,1.18,0.76,0.95,1.2,2.768350558,2.256932729,-2.761571429,0.929714472,3.771682039,0.542857143,FALSE
TlYbO3,Tl,Yb,cubic,not balanced,not balanced,1.7,1.2,0.95,1.62,1.1,2.531967494,2.223980699,-3.205357143,0.932779158,-,0.678571429,FALSE
NdPtO3,Nd,Pt,cubic,element not in BV,element not in BV,1.27,0.98,0.67,1.14,2.28,2.617633987,2.64390067,-1.899642857,0.912065268,-,0.478571429,FALSE
PmTcO3,Pm,Tc,orthorhombic,element not in BV,element not in BV,1.14,0.97,0.6,1.13,1.9,0,0,-1.859142857,0.898025612,-,0.428571429,FALSE
CaSbO3,Ca,Sb,orthorhombic,not balanced,not balanced,1.34,1,0.68,1,2.05,2.648077507,2.075848892,-2.093214286,0.931477202,-,0.485714286,FALSE
MnIrO3,Mn,Ir,cubic,2,4,0.96,0.62,0.63,1.55,2.2,2.472898888,2.009082787,-1.624392857,0.822055174,5.457553712,0.45,FALSE
BeHoO3,Be,Ho,cubic,not balanced,not balanced,0.45,0.45,0.9,1.57,1.23,2.178341873,2.25865608,-2.061964286,0.568759802,-,0.642857143,FALSE
ScSiO3,Sc,Si,cubic,2,4,0.87,0.75,0.4,1.36,1.9,2.417029414,1.783360927,-1.267071429,0.891740218,5.098249072,0.285714286,FALSE
NdRuO3,Nd,Ru,orthorhombic,2,4,1.35,0.98,0.62,1.14,2.2,2.617633987,2.018753288,-1.868857143,0.96264537,3.854533671,0.442857143,FALSE
NaErO3,Na,Er,rhombohedral,not balanced,not balanced,1.39,1.02,0.89,0.93,1.24,2.759925005,2.250676638,-2.983392857,0.861496908,-,0.635714286,FALSE
TaGeO3,Ta,Ge,cubic,2,4,0.74,0.68,0.53,1.5,2.01,2.293677806,1.899964183,-1.396285714,0.784045861,7.007828241,0.378571429,FALSE
GdTaO3,Gd,Ta,cubic,3,3,1.11,0.94,0.72,1.2,1.5,2.57181216,1.956808277,-2.229642857,0.837187746,3.629091633,0.514285714,FALSE
IrPaO3,Ir,Pa,cubic,element not in BV,element not in BV,0.63,0.63,0.91,2.2,1.5,2.311294958,0,-1.9575,0.621396868,-,0.65,FALSE
TaWO3,Ta,W,cubic,1,5,0.74,0.68,0.62,1.5,2.36,2.293677806,1.7456,-1.476714286,0.749113125,8.003916604,0.442857143,FALSE
ZrGdO3,Zr,Gd,cubic,not balanced,not balanced,0.89,0.72,0.94,1.33,1.2,2.383420021,2.28415608,-2.575214286,0.691997662,-,0.671428571,FALSE
IrHfO3,Ir,Hf,cubic,3,3,0.68,0.63,0.71,2.2,1.3,2.311294958,2.027412322,-1.706428571,0.69705313,-73.58121262,0.507142857,FALSE
NbAcO3,Nb,Ac,rhombohedral,element not in BV,element not in BV,0.77,0.68,1.12,1.6,1.1,2.294004213,0,-2.7555,0.608897506,-,0.8,FALSE
KPuO3,K,Pu,orthorhombic,element not in BV,element not in BV,1.64,1.38,0.83,0.82,1.28,3.025719299,2.226583834,-3.0615,0.963948258,-,0.592857143,FALSE
ReTbO3,Re,Tb,cubic,not balanced,not balanced,0.57,0.57,0.84,1.9,1.2,2.33939643,2.256932729,-1.95,0.62187516,-,0.6,FALSE
TeLiO3,Te,Li,cubic,not balanced,not balanced,0.77,0.77,0.76,2.1,0.98,2.393443528,2.095547886,-1.973928571,0.710380424,-,0.542857143,FALSE
CsIrO3,Cs,Ir,tetragonal,not balanced,not balanced,1.88,1.67,0.63,0.79,2.2,3.300175886,2.009082787,-2.202821429,1.142517361,-,0.45,FALSE
RuPdO3,Ru,Pd,cubic,2,4,0.68,0.62,0.62,2.2,2.2,2.316806575,2.04250519,-1.337428571,0.728109953,22.00462233,0.442857143,FALSE
AuMoO3,Au,Mo,rhombohedral,element not in BV,element not in BV,0.93,0.93,0.62,2.54,2.16,2.639131071,1.7893,-1.386142857,0.815623168,-,0.442857143,FALSE
WTbO3,W,Tb,cubic,3,3,0.66,0.63,0.92,2.36,1.2,2.106036534,2.256932729,-2.013142857,0.627862056,-13.95810028,0.657142857,FALSE
AgReO3,Ag,Re,cubic,1,5,1.28,0.95,0.58,1.93,1.9,2.76145322,1.98797081,-1.729357143,0.957094027,4.201731568,0.414285714,FALSE
NpGdO3,Np,Gd,cubic,element not in BV,element not in BV,0.98,0.86,0.94,1.36,1.2,0,2.28415608,-2.637142857,0.719194077,-,0.671428571,FALSE
ReRbO3,Re,Rb,rhombohedral,5,1,0.58,0.57,1.52,1.9,0.82,2.33939643,2.825996661,-3.246142857,0.479476516,-26.05924678,1.085714286,FALSE
NiYO3,Ni,Y,orthorhombic,not balanced,not balanced,0.59,0.59,0.9,1.91,1.22,2.39068842,2.235124352,-2.065285714,0.611801085,-,0.642857143,FALSE
PbBaO3,Pb,Ba,orthorhombic,not balanced,not balanced,1.49,0.99,1.35,2.33,0.89,2.659877134,2.64009357,-3.550714286,0.743104945,-,0.964285714,FALSE
PuNaO3,Pu,Na,orthorhombic,element not in BV,element not in BV,0.96,0.83,1.02,1.28,0.93,2.478196261,2.425828064,-2.900571429,0.689575208,-,0.728571429,FALSE
BaSiO3,Ba,Si,cubic,not balanced,not balanced,1.61,1.35,0.4,0.89,1.9,2.942998888,1.783360927,-1.741214286,1.182439673,-,0.285714286,FALSE
PtNdO3,Pt,Nd,cubic,element not in BV,element not in BV,0.67,0.67,0.98,2.28,1.14,2.422516721,2.320966993,-2.160357143,0.615004637,-,0.7,FALSE
BiCuO3,Bi,Cu,orthorhombic,3,3,1.38,0.9,0.54,2.02,1.9,2.514401896,2.005573846,-1.696285714,1.013276728,1.763662348,0.385714286,FALSE
IrAsO3,Ir,As,cubic,3,3,0.68,0.63,0.58,2.2,2.18,2.311294958,1.932227032,-1.275428571,0.742819245,15.52581103,0.414285714,FALSE
AgTmO3,Ag,Tm,cubic,not balanced,not balanced,1.28,0.95,0.96,1.93,1.25,2.76145322,2.119700811,-2.698285714,0.802985667,-,0.685714286,FALSE
YPmO3,Y,Pm,cubic,element not in BV,element not in BV,1.08,0.9,0.97,1.22,1.13,2.566448705,0,-2.851785714,0.739926083,-,0.692857143,FALSE
AlSmO3,Al,Sm,orthorhombic,3,3,0.54,0.54,0.96,1.61,1.17,2.186788809,2.311832729,-2.244642857,0.581265744,-10.47459187,0.685714286,FALSE
EuZnO3,Eu,Zn,rhombohedral,not balanced,not balanced,1.48,1.06,0.74,1.2,1.65,2.675987786,2.096140752,-2.447285714,0.951620341,-,0.528571429,FALSE
PbFeO3,Pb,Fe,orthorhombic,2,4,1.49,0.99,0.59,2.33,1.83,2.659877134,1.999521816,-1.8155,1.026903818,3.824952968,0.421428571,FALSE
LaPaO3,La,Pa,cubic,element not in BV,element not in BV,1.36,1.03,0.91,1.1,1.5,2.689118757,0,-2.820785714,0.844854855,-,0.65,FALSE
PmNaO3,Pm,Na,cubic,element not in BV,element not in BV,1.14,0.97,1.02,1.13,0.93,0,2.425828064,-3.116571429,0.742169927,-,0.728571429,FALSE
OsWO3,Os,W,cubic,element not in BV,element not in BV,0.57,0.57,0.63,2.2,2.36,2.30010892,1.7456,-1.272857143,0.686207073,-,0.45,FALSE
KCuO3,K,Cu,cubic,not balanced,not balanced,1.64,1.38,0.68,0.82,1.9,3.025719299,2.005573846,-2.373714286,1.033463757,-,0.485714286,FALSE
PmCdO3,Pm,Cd,cubic,element not in BV,element not in BV,1.14,0.97,0.95,1.13,1.69,0,2.286435201,-2.663392857,0.764277117,-,0.678571429,FALSE
FeAcO3,Fe,Ac,orthorhombic,element not in BV,element not in BV,0.85,0.67,1.12,1.83,1.1,2.290643632,0,-2.730357143,0.63134534,-,0.8,FALSE
TcDyO3,Tc,Dy,cubic,element not in BV,element not in BV,0.6,0.6,0.99,1.9,1.22,0,2.255580699,-2.2365,0.591721156,-,0.707142857,FALSE
